anime_id,data_coleta,score,scored_by,rank,popularity,members,favorites
142853,2026-08-16,7.5,47431,,406.0,141530,2858
147103,2026-08-16,7.6,52620,,407.0,141032,4035
112443,2026-08-16,7.0,50284,,408.0,140970,2396
99749,2026-08-16,7.5,55547,,409.0,140688,4532
114121,2026-08-16,7.3,45555,,13.0,140483,3061
3455,2026-08-16,6.5,52923,,410.0,140073,2131
163146,2026-08-16,7.5,53584,,411.0,139940,3156
101168,2026-08-16,6.3,42654,,412.0,139696,2486
114194,2026-08-16,7.8,60393,,413.0,139617,2545
159322,2026-08-16,8.6,56267,49.0,414.0,139593,5283
11633,2026-08-16,6.9,57309,,415.0,139433,1711
11577,2026-08-16,8.2,72938,59.0,46.0,138978,2287
177689,2026-08-16,8.1,36105,280.0,417.0,138710,5749
104464,2026-08-16,7.1,56080,,416.0,138644,2884
185407,2026-08-16,8.6,54909,2.0,14.0,138527,8036
100298,2026-08-16,7.7,60633,,418.0,138417,3269
20513,2026-08-16,7.1,63659,,419.0,138309,1376
112608,2026-08-16,6.8,52399,,420.0,138296,2440
116752,2026-08-16,6.5,49015,,421.0,138261,2078
97888,2026-08-16,7.2,56105,,15.0,138130,2708
126546,2026-08-16,6.9,52228,,422.0,137947,3325
99699,2026-08-16,7.7,43963,,423.0,137886,3870
117612,2026-08-16,7.1,50412,,424.0,137881,2644
166794,2026-08-16,8.1,47481,223.0,425.0,137616,6019
21306,2026-08-16,6.5,47868,,426.0,137453,1459
16067,2026-08-16,7.7,47518,,427.0,137165,3587
162670,2026-08-16,8.3,55090,160.0,428.0,136853,2741
101573,2026-08-16,7.8,47739,463.0,429.0,136665,5635
97767,2026-08-16,7.0,63723,,430.0,136598,2650
130588,2026-08-16,6.8,31750,,431.0,136458,2350
99420,2026-08-16,8.1,44230,225.0,432.0,136068,6880
124410,2026-08-16,6.5,48854,,433.0,135967,1944
20773,2026-08-16,7.2,50324,,434.0,135804,3027
97907,2026-08-16,6.1,59748,,435.0,135324,2014
125428,2026-08-16,6.6,55188,,16.0,135191,2322
99726,2026-08-16,7.3,57677,,437.0,134880,2337
2034,2026-08-16,7.8,45507,462.0,436.0,134852,5082
97980,2026-08-16,7.3,43749,,438.0,134736,2687
132126,2026-08-16,7.8,39776,474.0,440.0,134100,7143
8525,2026-08-16,7.4,55673,,439.0,134076,2258
6594,2026-08-16,8.1,40528,226.0,441.0,133556,4755
136,2026-08-16,8.3,44071,152.0,443.0,133189,4711
3784,2026-08-16,8.1,73697,81.0,47.0,133186,2780
11499,2026-08-16,7.0,52041,,442.0,133160,2063
20955,2026-08-16,7.0,55764,,444.0,133099,1930
21123,2026-08-16,7.5,47851,,445.0,132746,2658
9041,2026-08-16,6.1,59049,,446.0,132047,1412
513,2026-08-16,8.0,64958,100.0,48.0,131980,4295
135806,2026-08-16,7.6,45878,,447.0,131888,3270
11759,2026-08-16,6.7,58613,,448.0,131604,1556
98035,2026-08-16,7.0,59926,,449.0,131338,2427
141911,2026-08-16,8.1,44756,262.0,450.0,131277,5759
112323,2026-08-16,7.0,42435,,451.0,131277,2913
14749,2026-08-16,6.6,55239,,452.0,131196,1436
126192,2026-08-16,6.3,48125,,453.0,131029,2121
18397,2026-08-16,7.7,62224,63.0,4.0,130317,1458
162694,2026-08-16,7.6,44705,,455.0,130302,4210
103900,2026-08-16,7.1,53293,,454.0,130250,2253
154116,2026-08-16,7.6,31018,,456.0,130202,3038
323,2026-08-16,7.6,36513,,457.0,130112,3983
177937,2026-08-16,8.2,34087,192.0,459.0,130037,2464
20671,2026-08-16,7.3,59780,,458.0,129993,1685
189046,2026-08-16,9.0,19468,4.0,460.0,129991,6396
127399,2026-08-16,6.7,52122,,17.0,129912,2562
182896,2026-08-16,8.7,43810,31.0,463.0,129623,4903
21878,2026-08-16,7.3,58968,,461.0,129544,2565
7724,2026-08-16,7.5,39845,,462.0,129499,3354
98478,2026-08-16,8.9,51540,12.0,464.0,129486,10063
21262,2026-08-16,8.5,60345,85.0,465.0,129426,3417
21718,2026-08-16,8.4,67608,34.0,49.0,129396,4208
171457,2026-08-16,8.0,50648,291.0,466.0,129325,5093
110354,2026-08-16,7.2,58443,,18.0,129140,3261
127401,2026-08-16,5.8,34376,,467.0,128830,1547
225,2026-08-16,6.3,68519,,468.0,128350,2313
149118,2026-08-16,7.8,32336,479.0,469.0,128085,2231
195600,2026-08-16,7.8,10572,499.0,473.0,128015,2710
16417,2026-08-16,7.3,42834,,470.0,127827,1986
117448,2026-08-16,6.6,43510,,471.0,127808,2038
128712,2026-08-16,6.1,37168,,472.0,127681,1872
18277,2026-08-16,6.6,48130,,474.0,127253,1449
129196,2026-08-16,7.7,39508,,475.0,127208,2455
4081,2026-08-16,8.0,31799,296.0,476.0,127068,4835
118375,2026-08-16,6.1,48394,,477.0,126946,1928
21574,2026-08-16,7.6,64667,88.0,5.0,126694,1430
182205,2026-08-16,8.2,11234,169.0,480.0,126638,4332
137281,2026-08-16,7.1,39893,,478.0,126428,2451
155907,2026-08-16,8.0,40306,313.0,479.0,126417,4726
142074,2026-08-16,7.1,43785,,482.0,126245,3040
98251,2026-08-16,6.4,58192,,3.0,126239,1306
2476,2026-08-16,5.0,61641,,481.0,126197,1381
114085,2026-08-16,7.2,43047,,483.0,125907,2373
110350,2026-08-16,7.7,41339,,484.0,125842,3166
137908,2026-08-16,7.5,44918,,485.0,125513,3411
111790,2026-08-16,7.9,58456,34.0,6.0,125375,1891
21495,2026-08-16,7.6,44929,,486.0,125286,3251
21364,2026-08-16,7.5,60738,,487.0,125067,2196
2993,2026-08-16,6.3,53423,,488.0,124495,1800
126213,2026-08-16,6.8,43488,,489.0,124490,2170
156092,2026-08-16,8.5,34688,11.0,19.0,124402,6092
107226,2026-08-16,7.1,47105,,491.0,124101,1751
8425,2026-08-16,7.7,37602,,490.0,124073,3253
20607,2026-08-16,8.6,49943,59.0,492.0,124037,10126
20754,2026-08-16,7.4,50402,,493.0,123750,3364
21499,2026-08-16,6.9,40015,,494.0,123721,2492
21745,2026-08-16,8.9,52984,9.0,495.0,123014,7729
146722,2026-08-16,8.2,46731,29.0,20.0,122919,4181
116588,2026-08-16,6.8,43338,,496.0,122700,1998
101302,2026-08-16,8.1,70673,85.0,50.0,122564,4193
10800,2026-08-16,8.0,36940,292.0,497.0,122503,3829
3785,2026-08-16,7.6,66342,289.0,51.0,122272,2523
20593,2026-08-16,7.8,63342,494.0,498.0,122164,1762
174788,2026-08-16,8.6,52618,12.0,52.0,122131,8374
150075,2026-08-16,7.4,40511,,499.0,122073,2067
142876,2026-08-16,8.1,50501,,,121784,1926
15315,2026-08-16,7.0,52799,,500.0,121725,1702
153406,2026-08-16,6.6,29209,,,121665,1961
21341,2026-08-16,7.1,50683,,,121585,1775
117343,2026-08-16,7.0,46670,,,121468,2366
7674,2026-08-16,7.9,38838,384.0,,121380,2870
107067,2026-08-16,7.2,39040,,21.0,121133,1847
20918,2026-08-16,7.9,62240,390.0,,120670,1712
20785,2026-08-16,6.0,56694,,,120624,1447
21455,2026-08-16,7.4,51474,,,120397,2316
151514,2026-08-16,8.6,33982,46.0,,120350,6903
145665,2026-08-16,7.3,25722,,,120068,2639
1818,2026-08-16,7.4,38373,,,119838,2592
9656,2026-08-16,7.9,53278,410.0,,119691,2366
17549,2026-08-16,7.8,41764,497.0,,119638,3509
20519,2026-08-16,7.8,42320,162.0,53.0,119496,2881
4382,2026-08-16,7.2,61285,,,119086,1763
20729,2026-08-16,7.2,28944,,,119034,2353
20996,2026-08-16,9.0,39582,2.0,,118799,6742
21394,2026-08-16,7.7,49995,,,118600,2193
21719,2026-08-16,8.5,57396,20.0,54.0,118188,6216
6347,2026-08-16,7.1,51185,,,117989,1899
139518,2026-08-16,7.8,37816,460.0,,117962,3442
132474,2026-08-16,7.0,39799,,,117925,2321
129188,2026-08-16,7.1,30941,,,117919,1811
21860,2026-08-16,7.5,43873,,,117912,2945
21365,2026-08-16,6.4,40237,,,117831,1073
156067,2026-08-16,7.6,39811,,,117768,3662
11981,2026-08-16,8.4,63430,28.0,55.0,117688,7180
108268,2026-08-16,7.8,39048,,,117301,3621
184951,2026-08-16,8.3,31883,156.0,,116882,4955
3786,2026-08-16,8.5,49458,17.0,56.0,116571,7177
1482,2026-08-16,7.6,31014,,,116288,3258
185,2026-08-16,8.2,42154,182.0,,115553,6466
109298,2026-08-16,8.0,40730,347.0,,115483,4283
182300,2026-08-16,8.2,14181,171.0,,115046,3963
10863,2026-08-16,8.1,62094,17.0,7.0,115041,1062
101310,2026-08-16,7.3,41749,,,114990,2362
8841,2026-08-16,6.9,51400,,,114474,1421
98320,2026-08-16,6.2,42897,,,114452,1382
131520,2026-08-16,7.8,44303,167.0,58.0,114449,3580
180745,2026-08-16,7.8,19258,435.0,,114427,3273
5681,2026-08-16,7.7,53012,217.0,57.0,114396,2513
20849,2026-08-16,6.9,45088,,,114161,1809
14075,2026-08-16,7.6,38698,,,114128,1973
112300,2026-08-16,7.2,38791,,,114093,1982
172019,2026-08-16,8.2,40154,170.0,,113856,2458
169755,2026-08-16,8.6,39952,41.0,,113625,4256
120646,2026-08-16,7.4,40933,,,113391,2116
15051,2026-08-16,7.2,51812,,,112996,3160
139587,2026-08-16,7.4,39707,,22.0,112685,3066
141821,2026-08-16,6.8,30682,,,112527,2649
101432,2026-08-16,8.2,56699,6.0,8.0,112450,1847
268,2026-08-16,7.8,46411,47.0,9.0,112388,3901
167336,2026-08-16,7.0,23726,,,112383,2048
137667,2026-08-16,8.5,23512,12.0,23.0,112338,5265
132052,2026-08-16,6.7,31939,,,112254,1905
97996,2026-08-16,7.8,54559,44.0,10.0,112081,1230
6675,2026-08-16,8.1,47595,84.0,59.0,111987,4444
20812,2026-08-16,8.1,34209,235.0,,111934,2968
146493,2026-08-16,7.4,27829,,,111875,2754
8795,2026-08-16,7.5,44682,,,111836,4094
130586,2026-08-16,6.2,38407,,,111824,1720
100722,2026-08-16,7.0,48950,,,111746,2031
16662,2026-08-16,8.0,47169,108.0,60.0,111734,4126
114065,2026-08-16,7.2,40009,,,111055,2043
100049,2026-08-16,7.6,48157,92.0,11.0,110982,1601
5630,2026-08-16,7.4,38515,,,110908,1335
176508,2026-08-16,8.2,34619,184.0,,110838,3043
112667,2026-08-16,6.6,35999,,,110758,2105
104722,2026-08-16,5.7,42754,,,110580,1453
2593,2026-08-16,7.3,44772,,61.0,110333,1561
146850,2026-08-16,7.4,32902,,,110280,3546
105932,2026-08-16,7.1,39738,,,110270,1895
20981,2026-08-16,7.9,45674,135.0,62.0,110236,2626
20652,2026-08-16,7.8,47665,470.0,,110100,1200
146210,2026-08-16,6.7,32123,,,109802,2524
14833,2026-08-16,7.0,37830,,,109693,1454
97886,2026-08-16,7.7,41179,,,109687,2016
66,2026-08-16,7.9,33534,369.0,,109670,4963
104325,2026-08-16,6.2,44586,,4.0,109563,1938
9969,2026-08-16,8.9,39779,11.0,,109326,3067
8675,2026-08-16,7.3,38060,,,109174,1626
98635,2026-08-16,8.1,55928,16.0,12.0,109117,2284
99425,2026-08-16,7.7,46365,207.0,63.0,109095,3782
129190,2026-08-16,7.2,36128,,,108988,2177
585,2026-08-16,8.1,46700,79.0,64.0,108729,5455
141249,2026-08-16,8.4,36515,115.0,,108606,3059
110270,2026-08-16,7.2,49905,,,108561,2813
21639,2026-08-16,6.9,48251,,,108536,2208
105914,2026-08-16,7.1,44443,,,108412,2355
142769,2026-08-16,7.9,32059,128.0,65.0,108339,3479
143653,2026-08-16,8.0,28086,353.0,,108185,3195
140457,2026-08-16,6.9,35935,,,108070,1850
104454,2026-08-16,7.2,51103,29.0,5.0,107690,1470
7711,2026-08-16,7.7,50615,208.0,66.0,107325,2518
572,2026-08-16,8.1,52397,74.0,67.0,107265,4856
132473,2026-08-16,6.8,36735,,,107003,1448
182587,2026-08-16,8.6,22623,50.0,,106900,3636
136934,2026-08-16,6.6,35463,,,106830,1868
196187,2026-08-16,8.2,11291,200.0,,106606,3121
153930,2026-08-16,7.8,42505,,24.0,106546,3593
175977,2026-08-16,6.7,33579,,25.0,106434,2130
113311,2026-08-16,7.8,35993,487.0,,106253,2503
9513,2026-08-16,7.5,35803,,,105925,2311
1519,2026-08-16,8.0,54177,305.0,,105535,2333
20646,2026-08-16,6.8,39527,,,105449,1009
138565,2026-08-16,8.0,29164,348.0,,105344,2098
116338,2026-08-16,8.0,34680,326.0,,105099,2842
7593,2026-08-16,5.9,50572,,,105031,1072
21686,2026-08-16,6.6,41466,,,104550,1595
530,2026-08-16,7.6,34066,,,104340,4568
99424,2026-08-16,7.1,38180,,,104239,1840
139498,2026-08-16,7.7,30441,233.0,68.0,104164,2012
14967,2026-08-16,6.9,52807,,,104014,886
21180,2026-08-16,7.6,44270,,,103868,1873
103302,2026-08-16,7.8,30042,481.0,,103656,2770
107663,2026-08-16,7.9,40609,427.0,,103463,3159
21390,2026-08-16,6.7,48698,,,103440,1169
141774,2026-08-16,7.9,42769,368.0,,103397,2916
20632,2026-08-16,7.0,47335,,,103381,1698
99088,2026-08-16,8.4,31257,19.0,26.0,103354,3741
166216,2026-08-16,8.6,46012,45.0,,103229,5973
158928,2026-08-16,8.1,35147,99.0,69.0,103118,1698
10161,2026-08-16,7.3,36239,,,102934,3233
98596,2026-08-16,7.0,40901,,,102567,1730
97592,2026-08-16,7.4,44973,,,102551,1459
6707,2026-08-16,6.7,46526,,,102434,1281
8861,2026-08-16,5.6,44477,,,102357,1280
126659,2026-08-16,7.6,36302,280.0,70.0,102324,1732
105018,2026-08-16,7.6,33639,298.0,71.0,102287,2492
8937,2026-08-16,7.3,46085,,,102220,1152
232,2026-08-16,8.1,35921,260.0,,102215,7317
98503,2026-08-16,7.9,40488,401.0,,102180,3701
101281,2026-08-16,7.6,35691,,,102157,2768
156415,2026-08-16,7.3,36302,,,101986,2523
116673,2026-08-16,7.0,41271,,27.0,101772,1350
10110,2026-08-16,6.9,43265,,,101605,1215
16011,2026-08-16,7.1,34345,,,101534,1255
21665,2026-08-16,6.9,40436,,28.0,101501,1296
140596,2026-08-16,7.3,36695,,,101450,1740
10162,2026-08-16,8.1,41936,264.0,,101144,2249
135136,2026-08-16,8.1,37261,252.0,,101078,2963
101351,2026-08-16,6.5,38458,,,101077,2255
125038,2026-08-16,7.7,33353,,,101028,2511
184237,2026-08-16,7.9,30993,,29.0,100995,1777
100878,2026-08-16,8.1,41242,91.0,72.0,100752,2203
14349,2026-08-16,7.6,45503,261.0,73.0,100632,1531
107625,2026-08-16,7.4,46465,,74.0,100609,2164
175914,2026-08-16,8.4,28266,117.0,,100588,3130
7088,2026-08-16,6.2,43732,,,100402,980
101547,2026-08-16,5.2,39456,,,100326,1160
20701,2026-08-16,6.6,42645,,,100288,1406
110353,2026-08-16,7.1,35619,,,100261,1432
124140,2026-08-16,7.8,32076,165.0,75.0,99962,2087
3457,2026-08-16,6.3,42789,,,99860,1784
116741,2026-08-16,7.4,34930,,,99672,1696
10490,2026-08-16,6.2,29961,,,99580,1344
116242,2026-08-16,6.3,35006,,,99451,1362
108623,2026-08-16,7.1,37427,,76.0,99257,1317
107961,2026-08-16,6.2,36738,,,99209,1434
170130,2026-08-16,6.9,33612,,,99111,2527
387,2026-08-16,7.9,25826,356.0,,99067,5385
101316,2026-08-16,7.3,32646,,,98889,2046
20483,2026-08-16,7.1,37495,,,98817,1167
20541,2026-08-16,6.7,38939,,,98805,1752
156039,2026-08-16,6.7,31934,,,98731,2055
178680,2026-08-16,7.7,27044,,,98727,2097
120,2026-08-16,7.5,34010,,,98687,2497
109020,2026-08-16,6.7,35791,,,98507,1542
131680,2026-08-16,8.0,34673,117.0,77.0,98451,2303
21188,2026-08-16,6.2,38914,,,98241,1320
21220,2026-08-16,7.1,52242,,78.0,98226,980
145728,2026-08-16,7.9,22661,363.0,,98185,2707
21851,2026-08-16,6.6,40935,,,98176,1333
157198,2026-08-16,7.2,29937,,,97962,1683
144553,2026-08-16,7.0,31204,,,97952,2106
180367,2026-08-16,7.2,21551,,,97949,1793
3002,2026-08-16,8.2,35711,213.0,,97593,4746
112625,2026-08-16,8.1,46629,41.0,30.0,97494,1436
155211,2026-08-16,8.2,31271,190.0,,97481,2991
20968,2026-08-16,7.6,36242,292.0,79.0,97454,1792
108617,2026-08-16,7.6,30487,,,97412,2322
101903,2026-08-16,8.3,33422,154.0,,97277,4679
5341,2026-08-16,8.1,45242,232.0,,97095,2081
6033,2026-08-16,7.7,47190,,,96876,2831
107871,2026-08-16,6.9,31378,,,96834,1611
100526,2026-08-16,6.6,38390,,,96725,1585
116005,2026-08-16,6.6,30198,,,96703,1732
97880,2026-08-16,7.7,38267,216.0,80.0,96414,2045
98385,2026-08-16,7.3,32530,,,96391,1678
106240,2026-08-16,7.3,31641,,81.0,96293,1880
153658,2026-08-16,8.6,36458,11.0,82.0,96255,2843
71,2026-08-16,7.2,30502,,,96189,1408
129191,2026-08-16,6.1,33065,,,96185,1269
1604,2026-08-16,7.7,31279,,,96148,3746
355,2026-08-16,7.0,34379,,,96111,1302
21676,2026-08-16,6.8,41395,,,95936,929
12531,2026-08-16,8.0,32434,294.0,,95895,3265
16049,2026-08-16,7.9,42382,389.0,,95620,2252
118419,2026-08-16,6.5,33464,,,95605,1507
169580,2026-08-16,8.0,17758,349.0,,95172,3508
111734,2026-08-16,8.1,41319,97.0,83.0,95031,4700
112649,2026-08-16,6.2,35797,,,94867,1361
99634,2026-08-16,7.7,42019,62.0,13.0,94834,1140
148969,2026-08-16,7.4,24234,,,94645,2397
486,2026-08-16,8.1,21630,220.0,,94634,3971
15225,2026-08-16,6.8,42871,,,94620,982
145260,2026-08-16,6.9,33500,,,94596,1898
183161,2026-08-16,6.0,25579,,,94521,2048
151252,2026-08-16,7.2,28354,,,94491,1955
11013,2026-08-16,7.0,34980,,,94394,1331
20057,2026-08-16,7.7,32003,,,94187,2914
5958,2026-08-16,6.7,36496,,,93615,1398
173694,2026-08-16,6.4,29266,,,93400,2033
163623,2026-08-16,7.6,26658,,,92996,2728
13659,2026-08-16,6.5,49224,,,92723,777
152137,2026-08-16,7.1,23359,,,92702,1838
20801,2026-08-16,8.2,41150,203.0,,92626,2972
179966,2026-08-16,8.1,31836,290.0,,92620,3723
21517,2026-08-16,6.3,38308,,,92458,965
12445,2026-08-16,7.5,32068,,,92212,2008
6956,2026-08-16,7.4,36241,,,92089,1353
2246,2026-08-16,8.2,21457,207.0,,92011,4469
21386,2026-08-16,7.5,39629,,14.0,91875,845
186052,2026-08-16,7.0,27897,,,91761,1852
141208,2026-08-16,7.6,27995,,,91648,1892
107068,2026-08-16,7.9,41383,404.0,,91556,2140
108631,2026-08-16,7.2,26006,,,91404,852
20590,2026-08-16,7.4,30502,,,91223,1173
125368,2026-08-16,7.5,38243,,15.0,91129,1048
142455,2026-08-16,7.1,40664,,31.0,91013,1940
146625,2026-08-16,6.6,27471,,,90967,1483
104580,2026-08-16,8.2,42997,,,90898,1285
13161,2026-08-16,6.1,37484,,,90748,837
59,2026-08-16,7.1,31253,,,90584,2110
21509,2026-08-16,6.9,42883,,,90229,1278
19221,2026-08-16,6.7,39565,,,89841,924
1889,2026-08-16,8.0,40902,342.0,,89691,2809
98861,2026-08-16,7.5,32959,,32.0,89673,2302
21006,2026-08-16,7.5,39882,,,89664,1520
134732,2026-08-16,8.1,34852,278.0,,89554,3183
759,2026-08-16,8.1,36611,67.0,84.0,89534,3206
45,2026-08-16,7.9,27116,392.0,,89508,2742
6114,2026-08-16,8.2,25999,215.0,,89487,2853
99540,2026-08-16,6.9,43016,,85.0,89481,899
98514,2026-08-16,7.3,28154,,,89470,2050
119683,2026-08-16,7.0,24451,,,89446,1601
21110,2026-08-16,6.5,40672,,,89230,1006
155963,2026-08-16,7.0,29250,,,89214,1820
153629,2026-08-16,7.6,33903,,,89140,3015
9617,2026-08-16,8.4,47414,36.0,86.0,89073,2830
139648,2026-08-16,7.3,35378,,,89061,1518
162896,2026-08-16,7.7,25725,,,88894,1770
21825,2026-08-16,7.1,41879,,,88669,1497
8676,2026-08-16,6.9,26973,,,88658,1145
12413,2026-08-16,7.5,27075,,,88543,1786
98384,2026-08-16,7.8,43613,173.0,87.0,88528,2152
170695,2026-08-16,6.8,23913,,,88464,1656
10495,2026-08-16,7.4,34427,,,88287,1968
21377,2026-08-16,7.9,44052,140.0,88.0,88196,1715
136707,2026-08-16,7.2,32980,,,88175,1674
160188,2026-08-16,6.9,25039,,,88034,1825
21258,2026-08-16,7.9,40517,407.0,,87955,1865
20879,2026-08-16,7.8,38299,475.0,,87926,899
16762,2026-08-16,6.8,45686,,16.0,87886,726
116867,2026-08-16,7.1,25130,,,87676,1553
98820,2026-08-16,7.0,30048,,,87640,1226
237,2026-08-16,7.8,24834,,,87638,2504
1840,2026-08-16,7.0,43549,,,87539,946
21051,2026-08-16,7.1,30337,,,87521,1914
20031,2026-08-16,7.3,37367,,,87405,1361
135865,2026-08-16,8.1,3473,285.0,,87303,1647
20614,2026-08-16,7.5,41539,,,87250,1392
151040,2026-08-16,7.7,26396,,,87224,2765
20555,2026-08-16,7.8,37443,184.0,89.0,87161,2631
168374,2026-08-16,7.5,29840,,,87131,2612
171046,2026-08-16,8.2,21713,205.0,,87068,1981
199547,2026-08-16,7.6,15535,,,87017,1669
100179,2026-08-16,7.3,30119,,,86909,1484
179062,2026-08-16,8.2,23736,214.0,,86842,2033
154967,2026-08-16,7.9,30057,145.0,90.0,86807,1735
1292,2026-08-16,7.1,34690,,,86644,1487
124675,2026-08-16,5.8,29051,,,86535,1041
112802,2026-08-16,7.6,27019,,,86422,2414
98005,2026-08-16,7.9,29377,366.0,,86400,2559
157397,2026-08-16,6.5,28382,,,86344,1772
21520,2026-08-16,7.4,43305,,33.0,86300,1065
12549,2026-08-16,6.0,34941,,,86201,824
14131,2026-08-16,7.4,34327,,,86100,2966
15037,2026-08-16,5.9,41612,,17.0,86022,982
98762,2026-08-16,8.0,40266,105.0,91.0,85835,1996
20462,2026-08-16,6.9,31365,,,85824,725
11433,2026-08-16,7.1,31503,,,85722,1056
108388,2026-08-16,6.1,34033,,,85721,1128
138882,2026-08-16,7.7,28500,,,85656,1985
189117,2026-08-16,8.5,31412,82.0,,85635,1972
100815,2026-08-16,8.4,38935,3.0,18.0,85484,2129
111314,2026-08-16,5.4,21392,,,85370,958
132010,2026-08-16,7.3,27612,,,85339,1523
481,2026-08-16,7.3,41087,,,85275,2738
146953,2026-08-16,7.2,24539,,,85230,1457
104723,2026-08-16,5.2,29332,,,85224,889
129192,2026-08-16,6.1,24845,,,85066,1423
21659,2026-08-16,7.4,29869,,,85060,1279
178869,2026-08-16,7.7,20871,,,85008,2084
148048,2026-08-16,6.5,24714,,,85002,1567
106509,2026-08-16,7.3,32344,,19.0,84983,1138
154459,2026-08-16,6.7,28090,,,84981,1665
19369,2026-08-16,6.9,34523,,,84891,847
26,2026-08-16,7.6,14031,,,84733,3142
129277,2026-08-16,7.4,24494,,,84683,1852
132456,2026-08-16,6.8,24104,,,84676,1094
163329,2026-08-16,7.7,28388,,,84310,1875
820,2026-08-16,8.8,16439,1.0,20.0,84306,5803
124858,2026-08-16,8.2,32825,210.0,,84242,2759
20503,2026-08-16,6.7,29628,,,84121,957
100483,2026-08-16,6.7,27685,,,84036,1135
20735,2026-08-16,7.0,38858,47.0,6.0,83920,776
10721,2026-08-16,7.9,24903,405.0,,83897,4006
15417,2026-08-16,8.9,32299,10.0,,83861,2179
5,2026-08-16,8.2,39161,60.0,92.0,83818,1796
21096,2026-08-16,8.1,39053,70.0,93.0,83707,5479
20809,2026-08-16,6.7,30720,,,83699,1196
153332,2026-08-16,6.6,28088,,,83616,1957
161474,2026-08-16,8.3,27158,53.0,94.0,83614,1786
130591,2026-08-16,7.0,27418,,,83555,1294
105989,2026-08-16,6.5,33594,,7.0,83522,1075
103275,2026-08-16,7.8,32915,496.0,,83313,2341
170732,2026-08-16,7.9,23005,,34.0,83156,2044
110229,2026-08-16,7.2,38378,,,83147,1270
21362,2026-08-16,5.9,33901,,,83140,965
21624,2026-08-16,8.1,41112,12.0,21.0,83107,946
126791,2026-08-16,6.2,29478,,,82801,1177
12467,2026-08-16,6.9,28473,,,82757,1963
147642,2026-08-16,7.4,27117,,35.0,82741,1939
141534,2026-08-16,7.8,29818,,,82724,1108
179955,2026-08-16,6.9,22413,,,82607,1450
99531,2026-08-16,6.6,28533,,,82585,1557
97889,2026-08-16,8.8,28950,15.0,,82350,2153
186794,2026-08-16,6.6,22336,,,82343,1448
11785,2026-08-16,6.6,28917,,,82311,854
114446,2026-08-16,6.9,24322,,,82164,1330
154391,2026-08-16,6.3,25306,,,82160,1480
20972,2026-08-16,8.4,23127,105.0,,82073,2875
160900,2026-08-16,6.1,21173,,,82003,1523
2605,2026-08-16,7.6,23507,,,81970,1815
97768,2026-08-16,6.9,26485,,,81889,1371
106319,2026-08-16,6.1,32437,,,81818,1173
57,2026-08-16,8.0,21485,299.0,,81760,3027
12477,2026-08-16,7.7,29742,242.0,95.0,81728,1354
467,2026-08-16,8.2,23377,178.0,,81704,2787
116605,2026-08-16,7.6,24603,,,81573,1975
18247,2026-08-16,6.1,39312,,,81414,671
20606,2026-08-16,7.9,35059,421.0,,80936,2202
21626,2026-08-16,7.0,28574,,,80854,976
166617,2026-08-16,8.2,21584,167.0,,80620,2357
152681,2026-08-16,7.2,25490,,,80375,1915
112788,2026-08-16,7.8,33473,201.0,96.0,80342,3588
126288,2026-08-16,8.1,30364,259.0,,80233,4225
440,2026-08-16,8.3,18832,161.0,,80107,6305
20880,2026-08-16,7.9,35186,381.0,,79901,953
163263,2026-08-16,8.5,29564,75.0,,79893,2800
105074,2026-08-16,6.1,31005,,8.0,79734,964
21457,2026-08-16,7.0,28396,,,79703,806
20529,2026-08-16,7.4,31755,,,79494,1203
1281,2026-08-16,7.4,25218,,,79333,1881
104052,2026-08-16,7.6,26017,,,79322,2642
127090,2026-08-16,6.3,28354,,,79253,1716
235,2026-08-16,8.1,24196,216.0,,79076,6000
163292,2026-08-16,7.3,22922,,,78988,1693
16934,2026-08-16,7.3,37395,,22.0,78931,648
115740,2026-08-16,6.8,28598,,,78892,1776
597,2026-08-16,7.5,37835,,97.0,78886,1901
9289,2026-08-16,7.7,24422,,,78751,1344
111428,2026-08-16,7.8,27650,464.0,,78673,2802
20021,2026-08-16,6.2,39230,,,78624,717
97617,2026-08-16,7.2,26362,,,78558,1297
5042,2026-08-16,6.2,34406,,23.0,78512,1033
123802,2026-08-16,7.2,28078,,,78457,1508
21416,2026-08-16,7.5,34925,,24.0,78426,562
104459,2026-08-16,8.4,29559,106.0,,78387,2945
